,listing_id,date,available,price,adjusted_price,minimum_nights,maximum_nights,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,extra_people,guests_included,new_price
39402,264087,2020-03-09,t,50.0,50.0,3.0,15.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15075,-8.6217,3,1.0,1.0,2.0,0.0,25.0,15.0,2.0,3.912023005428146
39754,903893,2020-03-09,f,53.0,53.0,2.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14365,-8.61753,2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.970291913552122
39799,265819,2020-03-09,f,69.0,69.0,5.0,356.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.1605,-8.6327,4,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.23410650459726
40154,628606,2020-03-09,f,32.0,32.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15587,-8.60825,2,1.0,1.0,1.0,0.0,10.0,12.0,2.0,3.4657359027997265
40509,903967,2020-03-09,f,53.0,53.0,2.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14142,-8.61745,2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.970291913552122
40554,266970,2020-03-09,t,68.0,68.0,2.0,365.0,Avintes,VILA NOVA DE GAIA,41.11834,-8.54862,4,1.0,2.0,3.0,0.0,0.0,10.0,4.0,4.219507705176107
40906,631014,2020-03-09,f,25.0,25.0,3.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14907,-8.60905,2,2.0,1.0,1.0,0.0,15.0,10.0,1.0,3.218875824868201
41261,904089,2020-03-09,f,53.0,53.0,2.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14287,-8.61613,2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.970291913552122
41306,270094,2020-03-09,f,60.0,60.0,2.0,31.0,Lordelo do Ouro e Massarelos,PORTO,41.15906,-8.63666,2,1.0,1.0,1.0,100.0,35.0,0.0,1.0,4.0943445622221
41658,640344,2020-03-09,t,70.0,70.0,2.0,180.0,"Aldoar, Foz do Douro e Nevogilde",PORTO,41.14692,-8.66808,2,1.0,1.0,3.0,0.0,15.0,10.0,2.0,4.248495242049359
42011,904277,2020-03-09,f,78.0,78.0,2.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14215,-8.61763,4,1.0,2.0,2.0,0.0,0.0,0.0,1.0,4.356708826689592
42056,648700,2020-03-09,t,60.0,60.0,3.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14091,-8.61702,4,1.0,1.0,1.0,0.0,10.0,0.0,1.0,4.0943445622221
42278,273345,2020-03-09,t,47.0,47.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14663,-8.60385,4,1.0,1.0,2.0,0.0,0.0,10.0,2.0,3.8501476017100575
42631,904293,2020-03-09,f,73.0,73.0,2.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14309,-8.61706,4,1.0,1.0,2.0,0.0,0.0,10.0,2.0,4.290459441148391
42676,657151,2020-03-09,t,19.0,19.0,1.0,30.0,Mafamude e Vilar do Paraíso,VILA NOVA DE GAIA,41.12203,-8.60694,1,1.0,1.0,2.0,0.0,0.0,10.0,1.0,2.9444389791664403
42895,278886,2020-03-09,f,55.0,55.0,2.0,365.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14653,-8.6023,4,1.0,1.0,2.0,0.0,0.0,10.0,2.0,4.007333185232471
43248,659341,2020-03-09,f,40.0,40.0,2.0,30.0,Santa Marinha e São Pedro da Afurada,VILA NOVA DE GAIA,41.13532,-8.6077,6,2.0,2.0,4.0,0.0,0.0,15.0,2.0,3.688879454113936
43601,313017,2020-03-09,f,68.0,68.0,1.0,1825.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14128,-8.61178,4,1.0,2.0,2.0,0.0,20.0,5.0,2.0,4.219507705176107
43964,663607,2020-03-09,t,55.0,55.0,4.0,15.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15877,-8.63211,4,1.0,1.0,2.0,100.0,35.0,10.0,2.0,4.007333185232471
44318,904297,2020-03-09,f,73.0,73.0,2.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14355,-8.61621,4,1.0,1.0,2.0,0.0,0.0,10.0,2.0,4.290459441148391
44363,921051,2020-03-09,t,95.0,95.0,1.0,1125.0,São Félix da Marinha,VILA NOVA DE GAIA,41.02538,-8.64127,5,2.0,2.0,3.0,100.0,60.0,0.0,1.0,4.553876891600541
44715,313541,2020-03-09,t,270.0,270.0,2.0,30.0,Lordelo do Ouro e Massarelos,PORTO,41.15264,-8.62168,9,2.0,4.0,6.0,0.0,0.0,0.0,1.0,5.598421958998375
45073,681306,2020-03-09,f,47.0,47.0,1.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14274,-8.61583,4,2.0,1.0,1.0,0.0,25.0,12.0,2.0,3.8501476017100575
45429,927972,2020-03-09,t,149.0,149.0,2.0,360.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14297,-8.61462,9,1.0,4.0,5.0,200.0,0.0,15.0,6.0,5.003946305945459
45785,681307,2020-03-09,f,118.0,118.0,1.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14318,-8.61612,6,1.0,3.0,4.0,0.0,30.0,15.0,4.0,4.770684624465665
46139,317546,2020-03-09,t,70.0,70.0,2.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14321,-8.61676,4,1.0,2.0,2.0,0.0,20.0,10.0,2.0,4.248495242049359
46492,940770,2020-03-09,f,40.0,40.0,2.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14578,-8.61271,2,1.0,1.0,2.0,90.0,0.0,0.0,1.0,3.688879454113936
46717,691479,2020-03-09,t,120.0,120.0,2.0,90.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14094,-8.61659,6,2.0,3.0,5.0,0.0,0.0,20.0,2.0,4.787491742782046
47069,322277,2020-03-09,t,125.0,125.0,2.0,30.0,Alvarenga,AROUCA,40.96872,-8.164,6,2.0,3.0,4.0,200.0,0.0,15.0,8.0,4.8283137373023015
47420,950981,2020-03-09,t,68.0,68.0,2.0,999.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14062,-8.6143,3,1.0,1.0,2.0,0.0,0.0,30.0,2.0,4.219507705176107
47716,692042,2020-03-09,f,89.0,89.0,2.0,365.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14002,-8.61518,4,1.0,1.0,2.0,0.0,25.0,15.0,2.0,4.48863636973214
48069,969918,2020-03-09,f,80.0,80.0,3.0,30.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14275,-8.60506,6,2.0,3.0,3.0,0.0,0.0,10.0,3.0,4.382026634673881
48420,694924,2020-03-09,t,50.0,50.0,3.0,20.0,Vilar de Pinheiro,VILA DO CONDE,41.27005,-8.67705,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.912023005428146
48610,322467,2020-03-09,t,45.0,45.0,2.0,30.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15466,-8.61585,4,2.0,1.0,3.0,0.0,5.0,15.0,2.0,3.80666248977032
48964,982730,2020-03-09,t,45.0,45.0,2.0,364.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14782,-8.60519,4,1.0,1.0,2.0,0.0,20.0,8.0,2.0,3.80666248977032
49318,695656,2020-03-09,t,90.0,90.0,1.0,1125.0,Santa Marinha e São Pedro da Afurada,VILA NOVA DE GAIA,41.13899,-8.61608,4,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.499809670330265
49672,327891,2020-03-09,t,48.0,48.0,2.0,365.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14116,-8.61412,4,1.0,1.0,2.0,0.0,25.0,15.0,2.0,3.871201010907891
49912,991456,2020-03-09,f,40.0,40.0,3.0,1125.0,Bonfim,PORTO,41.14849,-8.60204,3,1.0,1.0,3.0,100.0,15.0,10.0,3.0,3.688879454113936
50050,341213,2020-03-09,f,57.0,57.0,2.0,365.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.1412,-8.61407,4,1.0,0.0,2.0,0.0,25.0,15.0,2.0,4.04305126783455
50290,696324,2020-03-09,t,120.0,120.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14295,-8.61372,4,1.0,2.0,2.0,0.0,0.0,0.0,1.0,4.787491742782046
50647,1000044,2020-03-09,t,95.0,95.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.13994,-8.61363,2,1.0,1.0,1.0,0.0,0.0,10.0,2.0,4.553876891600541
51000,366442,2020-03-09,t,60.0,60.0,5.0,50.0,Vila do Conde,VILA DO CONDE,41.36886,-8.75795,4,1.0,2.0,2.0,0.0,0.0,20.0,4.0,4.0943445622221
51351,703873,2020-03-09,f,21.0,21.0,2.0,1125.0,Oliveira do Douro,VILA NOVA DE GAIA,41.13179,-8.60276,2,1.0,1.0,1.0,0.0,15.0,0.0,1.0,3.044522437723423
51702,366590,2020-03-09,t,45.0,45.0,2.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14386,-8.61667,3,1.0,1.0,2.0,0.0,20.0,10.0,2.0,3.80666248977032
52057,1016881,2020-03-09,t,93.0,93.0,2.0,365.0,Santa Marinha e São Pedro da Afurada,VILA NOVA DE GAIA,41.13901,-8.61099,5,1.0,2.0,2.0,103.0,20.0,12.0,4.0,4.532599493153256
52280,708249,2020-03-09,t,95.0,95.0,3.0,23.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15412,-8.60424,3,2.0,2.0,3.0,0.0,0.0,10.0,3.0,4.553876891600541
52359,383641,2020-03-09,t,45.0,45.0,2.0,30.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15466,-8.61585,4,2.0,1.0,3.0,0.0,5.0,15.0,2.0,3.80666248977032
52711,386984,2020-03-09,f,57.0,57.0,3.0,60.0,Cete,PAREDES,41.17447,-8.35492,4,1.0,1.0,1.0,150.0,0.0,0.0,1.0,4.04305126783455
53068,1023015,2020-03-09,t,70.0,70.0,2.0,1125.0,Anta e Guetim,ESPINHO,40.99902,-8.61646,4,1.0,1.0,2.0,0.0,0.0,15.0,2.0,4.248495242049359
53418,708484,2020-03-09,f,11.0,11.0,1.0,15.0,Ramalde,PORTO,41.17626,-8.62912,2,1.0,1.0,0.0,0.0,8.0,14.0,1.0,2.3978952727983707
53769,387383,2020-03-09,t,60.0,60.0,2.0,30.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15989,-8.60905,4,1.0,2.0,2.0,0.0,20.0,0.0,1.0,4.0943445622221
53992,1036027,2020-03-09,f,100.0,100.0,3.0,1125.0,Bonfim,PORTO,41.16246,-8.60069,8,2.0,4.0,8.0,0.0,0.0,0.0,1.0,4.605170185988092
54071,393987,2020-03-09,t,49.0,49.0,3.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14285,-8.6054,6,1.0,2.0,4.0,300.0,50.0,20.0,2.0,3.8918202981106265
54425,709267,2020-03-09,t,100.0,100.0,4.0,180.0,Canidelo,VILA NOVA DE GAIA,41.1308,-8.66857,6,2.0,2.0,4.0,0.0,0.0,10.0,3.0,4.605170185988092
54616,1036197,2020-03-09,t,16.0,16.0,1.0,1125.0,"Póvoa de Varzim, Beiriz e Argivai",PÓVOA DE VARZIM,41.37859,-8.76253,16,5.0,5.0,16.0,0.0,0.0,16.0,1.0,2.772588722239781
54893,399584,2020-03-09,t,120.0,120.0,3.0,1125.0,São Pedro Fins,MAIA,41.25363,-8.54319,7,2.0,3.0,5.0,0.0,20.0,20.0,4.0,4.787491742782046
55243,709692,2020-03-09,t,85.0,85.0,2.0,90.0,Matosinhos e Leça da Palmeira,MATOSINHOS,41.18461,-8.68235,4,1.0,1.0,1.0,100.0,30.0,15.0,4.0,4.442651256490317
55288,1072112,2020-03-09,f,51.0,51.0,2.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14204,-8.61797,4,1.0,1.0,1.0,0.0,0.0,10.0,2.0,3.9318256327243257
55642,400097,2020-03-09,t,40.0,40.0,3.0,30.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15389,-8.60342,3,1.0,0.0,2.0,0.0,0.0,10.0,2.0,3.688879454113936
56003,400129,2020-03-09,t,40.0,40.0,3.0,30.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.1524,-8.60596,3,1.0,0.0,2.0,0.0,0.0,10.0,2.0,3.688879454113936
56358,710729,2020-03-09,t,43.0,43.0,2.0,365.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14002,-8.61518,2,1.0,1.0,1.0,0.0,25.0,15.0,2.0,3.7612001156935615
56712,1075476,2020-03-09,t,45.0,45.0,2.0,1125.0,Bonfim,PORTO,41.14665,-8.59936,2,1.0,1.0,1.0,0.0,0.0,8.0,2.0,3.80666248977032
57066,711159,2020-03-09,t,56.0,56.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14582,-8.61239,2,1.0,1.0,0.0,0.0,10.0,10.0,2.0,4.02535169073515
57401,1081354,2020-03-09,t,51.0,51.0,1.0,365.0,Santa Marinha e São Pedro da Afurada,VILA NOVA DE GAIA,41.14245,-8.62651,3,1.0,1.0,1.0,0.0,25.0,15.0,2.0,3.9318256327243257
57754,400134,2020-03-09,t,50.0,50.0,3.0,30.0,Bonfim,PORTO,41.15215,-8.60375,4,1.0,0.0,4.0,0.0,0.0,10.0,4.0,3.912023005428146
58111,1083736,2020-03-09,f,41.0,41.0,2.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14396,-8.61734,4,1.0,1.0,2.0,0.0,0.0,10.0,2.0,3.713572066704308
58465,403114,2020-03-09,f,100.0,100.0,1.0,1125.0,Santa Marinha e São Pedro da Afurada,VILA NOVA DE GAIA,41.13888,-8.61497,4,1.0,1.0,2.0,0.0,0.0,20.0,4.0,4.605170185988092
58819,713596,2020-03-09,f,39.0,39.0,3.0,1125.0,Paranhos,PORTO,41.16992,-8.60825,5,1.0,1.0,2.0,0.0,20.0,5.0,2.0,3.6635616461296463
59039,1096376,2020-03-09,f,90.0,90.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14409,-8.61145,3,1.0,0.0,2.0,0.0,0.0,15.0,2.0,4.499809670330265
59395,727402,2020-03-09,t,60.0,60.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14417,-8.61133,4,1.0,1.0,3.0,0.0,12.0,10.0,2.0,4.0943445622221
59729,404688,2020-03-09,t,150.0,150.0,2.0,30.0,Melres e Medas,GONDOMAR,41.07471,-8.41248,9,4.0,4.0,6.0,0.0,50.0,10.0,2.0,5.010635294096256
60086,1119084,2020-03-09,f,54.0,54.0,3.0,1125.0,Gulpilhares e Valadares,VILA NOVA DE GAIA,41.09142,-8.65001,4,2.0,2.0,3.0,100.0,20.0,7.0,2.0,3.9889840465642745
60438,729328,2020-03-09,t,35.0,35.0,3.0,1125.0,Santa Marinha e São Pedro da Afurada,VILA NOVA DE GAIA,41.13561,-8.62397,4,1.0,2.0,4.0,0.0,15.0,6.0,2.0,3.555348061489413
60790,1137858,2020-03-09,t,129.0,129.0,2.0,365.0,Bonfim,PORTO,41.15049,-8.59192,8,1.0,4.0,4.0,154.0,30.0,12.0,6.0,4.859812404361672
61119,424705,2020-03-09,t,52.0,52.0,2.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14267,-8.61718,4,1.0,2.0,2.0,0.0,20.0,10.0,2.0,3.951243718581428
61474,1192674,2020-03-09,t,99.0,99.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.16431,-8.62965,8,2.0,4.0,4.0,0.0,30.0,0.0,1.0,4.59511985013459
61827,429790,2020-03-09,t,35.0,35.0,2.0,1125.0,Matosinhos e Leça da Palmeira,MATOSINHOS,41.20043,-8.70667,3,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.555348061489413
62178,1140721,2020-03-09,f,42.0,42.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14543,-8.6126,2,1.0,1.0,1.0,0.0,10.0,10.0,2.0,3.737669618283368
62516,1144090,2020-03-09,f,45.0,45.0,2.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14826,-8.61574,2,1.0,1.0,1.0,0.0,0.0,15.0,2.0,3.80666248977032
62788,437772,2020-03-09,f,28.0,28.0,2.0,1125.0,Vila do Conde,VILA DO CONDE,41.37035,-8.762,10,2.0,3.0,5.0,0.0,60.0,6.0,2.0,3.332204510175204
63137,1198320,2020-03-09,t,79.0,79.0,2.0,365.0,Santa Marinha e São Pedro da Afurada,VILA NOVA DE GAIA,41.1386,-8.61002,4,1.0,1.0,2.0,100.0,0.0,10.0,2.0,4.3694478524670215
63492,447188,2020-03-09,t,75.0,75.0,2.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14499,-8.60876,6,1.0,4.0,5.0,0.0,0.0,15.0,4.0,4.31748811353631
63739,1145954,2020-03-09,t,58.0,58.0,2.0,365.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14115,-8.61414,4,1.0,0.0,1.0,0.0,25.0,15.0,2.0,4.060443010546419
63962,450872,2020-03-09,f,44.0,44.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14225,-8.61316,4,1.0,1.0,2.0,100.0,25.0,10.0,2.0,3.784189633918261
64325,1165025,2020-03-09,t,51.0,51.0,3.0,180.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14583,-8.62022,3,1.0,1.0,1.0,0.0,15.0,10.0,2.0,3.9318256327243257
64678,1201088,2020-03-09,f,40.0,40.0,2.0,100.0,Mafamude e Vilar do Paraíso,VILA NOVA DE GAIA,41.1329,-8.60608,4,1.0,1.0,1.0,0.0,20.0,10.0,2.0,3.688879454113936
64723,1168784,2020-03-09,t,60.0,60.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14295,-8.61372,2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0943445622221
65080,457924,2020-03-09,f,39.0,39.0,2.0,14.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.1561,-8.60962,2,1.0,1.0,1.0,0.0,0.0,10.0,2.0,3.6635616461296463
65319,1201238,2020-03-09,t,77.0,77.0,7.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14613,-8.60343,3,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.343805421853684
65600,485699,2020-03-09,f,80.0,80.0,3.0,180.0,Vila do Conde,VILA DO CONDE,41.34521,-8.7508,4,1.0,1.0,3.0,150.0,0.0,9.0,3.0,4.382026634673881
65951,1170448,2020-03-09,t,70.0,70.0,2.0,1125.0,Anta e Guetim,ESPINHO,40.99925,-8.61615,4,1.0,1.0,0.0,0.0,0.0,15.0,2.0,4.248495242049359
66303,1207275,2020-03-09,t,130.0,130.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14298,-8.61363,6,2.0,3.0,3.0,0.0,0.0,0.0,1.0,4.867534450455582
66659,1179009,2020-03-09,t,110.0,110.0,1.0,1125.0,Lordelo do Ouro e Massarelos,PORTO,41.15328,-8.62524,6,1.0,2.0,5.0,0.0,0.0,0.0,1.0,4.700480365792417
67013,486268,2020-03-09,f,169.0,169.0,3.0,1125.0,Alfena,VALONGO,41.23578,-8.52927,10,5.0,5.0,6.0,0.0,0.0,21.0,10.0,5.1298987149230735
67363,1179532,2020-03-09,t,75.0,75.0,1.0,1125.0,Lordelo do Ouro e Massarelos,PORTO,41.15357,-8.6263,4,1.0,1.0,2.0,0.0,0.0,0.0,1.0,4.31748811353631
67500,1209353,2020-03-09,t,70.0,70.0,2.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14364,-8.61628,4,1.0,1.0,2.0,0.0,20.0,10.0,2.0,4.248495242049359
67857,487653,2020-03-09,t,70.0,70.0,2.0,1125.0,Vila do Conde,VILA DO CONDE,41.35115,-8.74867,6,2.0,4.0,5.0,0.0,0.0,35.0,2.0,4.248495242049359
68208,1179607,2020-03-09,t,110.0,110.0,1.0,1125.0,Lordelo do Ouro e Massarelos,PORTO,41.15326,-8.62522,6,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.700480365792417
68566,1225077,2020-03-09,f,50.0,50.0,3.0,1125.0,São Mamede de Infesta e Senhora da Hora,MATOSINHOS,41.18584,-8.65598,8,2.0,4.0,6.0,0.0,30.0,15.0,4.0,3.912023005428146
68924,496647,2020-03-09,t,48.0,48.0,2.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.1441,-8.61759,3,1.0,2.0,3.0,0.0,15.0,10.0,2.0,3.871201010907891
69278,1233784,2020-03-09,t,99.0,99.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14445,-8.61034,3,1.0,1.0,2.0,0.0,15.0,12.0,2.0,4.59511985013459
69630,1185985,2020-03-09,t,60.0,60.0,2.0,360.0,Lordelo do Ouro e Massarelos,PORTO,41.14808,-8.63118,5,2.0,2.0,2.0,0.0,20.0,0.0,16.0,4.0943445622221
69987,1257019,2020-03-09,t,49.0,49.0,4.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.1456,-8.60623,3,1.0,1.0,1.0,0.0,20.0,10.0,2.0,3.8918202981106265
70344,1450237,2020-03-09,f,56.0,56.0,3.0,90.0,São Mamede de Infesta e Senhora da Hora,MATOSINHOS,41.19165,-8.60639,2,1.0,1.0,2.0,100.0,0.0,0.0,2.0,4.02535169073515
70693,1190811,2020-03-09,f,55.0,55.0,3.0,1125.0,Bonfim,PORTO,41.1548,-8.59661,5,1.0,2.0,4.0,100.0,0.0,10.0,5.0,4.007333185232471
70738,1459519,2020-03-09,t,90.0,90.0,2.0,1125.0,Macieira de Cambra,VALE DE CAMBRA,40.86477,-8.36892,6,2.0,3.0,4.0,0.0,0.0,0.0,1.0,4.499809670330265
71088,1263840,2020-03-09,t,40.0,40.0,3.0,25.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.16099,-8.62395,2,1.0,1.0,1.0,0.0,0.0,13.0,2.0,3.688879454113936
71443,2096695,2020-03-09,t,170.0,170.0,3.0,1125.0,Foz do Sousa e Covelo,GONDOMAR,41.07517,-8.50545,6,4.0,3.0,4.0,0.0,0.0,15.0,6.0,5.135798437050262
71795,1473897,2020-03-09,t,85.0,85.0,1.0,365.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14586,-8.60861,4,1.0,1.0,2.0,0.0,0.0,20.0,2.0,4.442651256490317
71964,1264015,2020-03-09,f,40.0,40.0,2.0,1125.0,Bonfim,PORTO,41.14447,-8.59764,2,1.0,1.0,1.0,150.0,0.0,0.0,2.0,3.688879454113936
72321,1476266,2020-03-09,t,100.0,100.0,3.0,45.0,Canidelo,VILA NOVA DE GAIA,41.12552,-8.66609,4,2.0,2.0,2.0,0.0,0.0,0.0,1.0,4.605170185988092
72673,1268146,2020-03-09,f,70.0,70.0,2.0,90.0,Paranhos,PORTO,41.18221,-8.60921,3,1.0,1.0,2.0,0.0,40.0,15.0,2.0,4.248495242049359
73027,2096806,2020-03-09,t,140.0,140.0,3.0,1125.0,Foz do Sousa e Covelo,GONDOMAR,41.07492,-8.50562,4,2.0,2.0,3.0,0.0,0.0,15.0,4.0,4.941642422609304
73377,1476656,2020-03-09,f,68.0,68.0,3.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14445,-8.61753,4,1.0,0.0,2.0,200.0,0.0,10.0,2.0,4.219507705176107
73732,1276681,2020-03-09,t,50.0,50.0,3.0,1125.0,Bonfim,PORTO,41.1458,-8.59793,2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.912023005428146
74085,2098237,2020-03-09,f,17.0,17.0,3.0,7.0,Mafamude e Vilar do Paraíso,VILA NOVA DE GAIA,41.13256,-8.6079,1,1.0,1.0,1.0,100.0,5.0,0.0,1.0,2.833213344056216
74448,1488437,2020-03-09,t,49.0,49.0,2.0,31.0,"Aldoar, Foz do Douro e Nevogilde",PORTO,41.1495,-8.66763,4,1.0,1.0,2.0,0.0,0.0,8.0,2.0,3.8918202981106265
74801,1492432,2020-03-09,f,65.0,65.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14701,-8.61395,4,1.0,1.0,1.0,0.0,0.0,10.0,2.0,4.174387269895637
75157,1505852,2020-03-09,t,60.0,60.0,2.0,365.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.16181,-8.62977,5,1.0,2.0,4.0,0.0,20.0,10.0,4.0,4.0943445622221
75348,2107649,2020-03-09,t,69.0,69.0,4.0,999.0,Azurara,VILA DO CONDE,41.33886,-8.73986,5,2.0,2.0,2.0,250.0,50.0,0.0,1.0,4.23410650459726
75569,1277754,2020-03-09,f,38.0,38.0,3.0,30.0,Santa Marinha e São Pedro da Afurada,VILA NOVA DE GAIA,41.13846,-8.61222,5,1.0,1.0,3.0,0.0,15.0,15.0,2.0,3.6375861597263857
75921,2160641,2020-03-09,t,55.0,55.0,3.0,1125.0,Ramalde,PORTO,41.17067,-8.6558,4,1.0,2.0,3.0,0.0,10.0,25.0,2.0,4.007333185232471
76273,1284630,2020-03-09,f,62.0,62.0,3.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14397,-8.61777,3,1.0,1.0,1.0,0.0,0.0,0.0,2.0,4.127134385045092
