,listing_id,date,available,price,adjusted_price,minimum_nights,maximum_nights,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,extra_people,guests_included,new_price
2104162,26514559,2020-03-09,t,64.0,64.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14746,-8.60843,3,1.0,1.0,1.0,150.0,20.0,25.0,2.0,4.158883083359672
2104516,26392035,2020-03-09,f,50.0,50.0,3.0,1125.0,Vila do Conde,VILA DO CONDE,41.36052,-8.75798,4,1.0,1.0,2.0,200.0,20.0,5.0,4.0,3.912023005428146
2104866,26628718,2020-03-09,t,80.0,80.0,2.0,30.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14573,-8.60614,2,1.0,1.0,1.0,0.0,20.0,15.0,2.0,4.382026634673881
2105060,26393010,2020-03-09,f,85.0,85.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15306,-8.60382,4,1.0,2.0,2.0,0.0,20.0,0.0,1.0,4.442651256490317
2105417,26515538,2020-03-09,f,120.0,120.0,2.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14599,-8.60902,6,1.0,3.0,4.0,0.0,0.0,5.0,4.0,4.787491742782046
2105720,26394667,2020-03-09,t,90.0,90.0,2.0,8.0,Bonfim,PORTO,41.14751,-8.60025,4,1.0,2.0,2.0,0.0,0.0,0.0,2.0,4.499809670330265
2106076,26628995,2020-03-09,t,50.0,50.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.16174,-8.60934,2,1.0,1.0,2.0,0.0,10.0,0.0,1.0,3.912023005428146
2106430,26516342,2020-03-09,t,24.0,24.0,2.0,1125.0,Bonfim,PORTO,41.15653,-8.59599,4,1.0,1.0,2.0,0.0,15.0,15.0,2.0,3.1780538303479458
2106789,26629229,2020-03-09,t,75.0,75.0,1.0,30.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14279,-8.61847,4,1.0,1.0,1.0,0.0,0.0,0.0,2.0,4.31748811353631
2107155,26397680,2020-03-09,f,59.0,59.0,3.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14905,-8.61248,2,1.0,1.0,1.0,0.0,25.0,0.0,1.0,4.07753744390572
2107510,26629382,2020-03-09,t,28.0,28.0,3.0,1125.0,Santa Marinha e São Pedro da Afurada,VILA NOVA DE GAIA,41.1358,-8.61173,4,1.0,1.0,1.0,0.0,15.0,15.0,2.0,3.332204510175204
2107793,26398176,2020-03-09,f,52.0,52.0,2.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15696,-8.60861,5,1.0,2.0,3.0,0.0,19.0,5.0,3.0,3.951243718581428
2108074,26516784,2020-03-09,t,50.0,50.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15434,-8.60313,6,1.0,2.0,3.0,0.0,22.0,12.0,4.0,3.912023005428146
2108244,26406828,2020-03-09,t,26.0,26.0,3.0,1125.0,Bonfim,PORTO,41.15507,-8.60219,2,1.0,1.0,2.0,0.0,15.0,15.0,2.0,3.258096538021482
2108595,26629626,2020-03-09,f,50.0,50.0,2.0,310.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15326,-8.62129,2,1.0,1.0,1.0,0.0,15.0,0.0,1.0,3.912023005428146
2108948,26520750,2020-03-09,t,80.0,80.0,1.0,999.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14847,-8.60231,2,1.0,1.0,1.0,0.0,0.0,30.0,2.0,4.382026634673881
2109171,26630138,2020-03-09,t,94.0,94.0,1.0,1125.0,Bonfim,PORTO,41.15159,-8.6035,4,1.0,2.0,3.0,100.0,0.0,0.0,1.0,4.543294782270004
2109527,26520926,2020-03-09,f,103.0,103.0,1.0,999.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.1483,-8.60294,2,1.0,1.0,1.0,0.0,0.0,30.0,2.0,4.634728988229636
2109751,26630700,2020-03-09,t,28.0,28.0,3.0,1125.0,Santa Marinha e São Pedro da Afurada,VILA NOVA DE GAIA,41.13449,-8.61019,4,1.0,1.0,1.0,0.0,15.0,15.0,2.0,3.332204510175204
2110031,26408038,2020-03-09,t,30.0,30.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15022,-8.61619,4,1.0,1.0,2.0,0.0,8.0,0.0,1.0,3.4011973816621555
2110387,26631434,2020-03-09,t,78.0,78.0,3.0,1125.0,Árvore,VILA DO CONDE,41.3314,-8.73957,4,1.0,1.0,1.0,0.0,10.0,0.0,1.0,4.356708826689592
2110749,26521313,2020-03-09,t,58.0,58.0,2.0,1125.0,Lordelo do Ouro e Massarelos,PORTO,41.15663,-8.64714,3,2.0,2.0,2.0,150.0,38.0,10.0,2.0,4.060443010546419
2111052,26522681,2020-03-09,t,96.0,96.0,2.0,999.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15371,-8.6074,5,2.0,2.0,4.0,200.0,40.0,20.0,4.0,4.564348191467836
2111409,26634082,2020-03-09,f,35.0,35.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.1526,-8.61102,2,1.0,1.0,1.0,0.0,25.0,10.0,2.0,3.555348061489413
2111766,26414105,2020-03-09,t,98.0,98.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15379,-8.60392,4,2.0,2.0,3.0,0.0,0.0,0.0,1.0,4.584967478670572
2112128,26635118,2020-03-09,t,50.0,50.0,1.0,1125.0,"Perafita, Lavra e Santa Cruz do Bispo",MATOSINHOS,41.25207,-8.68755,2,1.0,2.0,2.0,0.0,0.0,0.0,1.0,3.912023005428146
2112479,26637631,2020-03-09,t,65.0,65.0,2.0,1125.0,Santa Marinha e São Pedro da Afurada,VILA NOVA DE GAIA,41.13545,-8.60761,2,1.0,1.0,1.0,300.0,30.0,0.0,1.0,4.174387269895637
2112827,26415827,2020-03-09,f,42.0,42.0,2.0,120.0,Matosinhos e Leça da Palmeira,MATOSINHOS,41.18026,-8.69275,6,2.0,2.0,5.0,0.0,59.0,9.0,4.0,3.737669618283368
2113183,26524955,2020-03-09,f,112.0,112.0,3.0,365.0,Anta e Guetim,ESPINHO,41.00616,-8.63026,6,2.0,3.0,3.0,0.0,0.0,0.0,1.0,4.718498871295094
2113534,26416780,2020-03-09,f,50.0,50.0,1.0,30.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.1503,-8.62157,4,1.0,1.0,1.0,0.0,15.0,15.0,2.0,3.912023005428146
2113887,26639892,2020-03-09,t,75.0,75.0,1.0,1125.0,Mafamude e Vilar do Paraíso,VILA NOVA DE GAIA,41.12038,-8.60644,4,1.0,1.0,4.0,0.0,0.0,18.0,1.0,4.31748811353631
2114109,26525131,2020-03-09,t,65.0,65.0,1.0,365.0,Lordelo do Ouro e Massarelos,PORTO,41.15837,-8.63247,4,1.0,1.0,2.0,0.0,0.0,0.0,1.0,4.174387269895637
2114462,26416898,2020-03-09,f,40.0,40.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15597,-8.62109,4,1.0,1.0,2.0,0.0,20.0,0.0,1.0,3.688879454113936
2114567,26640206,2020-03-09,t,80.0,80.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.16066,-8.60593,2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.382026634673881
2114920,26525188,2020-03-09,f,80.0,80.0,1.0,27.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15942,-8.62744,3,1.0,1.0,2.0,0.0,5.0,0.0,1.0,4.382026634673881
2115278,26417811,2020-03-09,t,34.0,34.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.1573,-8.61125,2,1.0,1.0,1.0,0.0,20.0,0.0,1.0,3.5263605246161616
2115634,26640230,2020-03-09,f,50.0,50.0,1.0,30.0,Mafamude e Vilar do Paraíso,VILA NOVA DE GAIA,41.1218,-8.61288,2,2.0,1.0,2.0,0.0,0.0,0.0,1.0,3.912023005428146
2115987,26640393,2020-03-09,t,44.0,44.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14982,-8.61561,3,1.0,2.0,1.0,0.0,30.0,10.0,4.0,3.784189633918261
2116347,26418331,2020-03-09,t,70.0,70.0,2.0,1125.0,Lordelo do Ouro e Massarelos,PORTO,41.15577,-8.64507,4,1.0,2.0,3.0,0.0,25.0,15.0,4.0,4.248495242049359
2116703,26418366,2020-03-09,f,44.0,44.0,2.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.1514,-8.61824,4,1.0,2.0,2.0,0.0,30.0,0.0,1.0,3.784189633918261
2116782,26640461,2020-03-09,t,50.0,50.0,1.0,30.0,Mafamude e Vilar do Paraíso,VILA NOVA DE GAIA,41.1218,-8.61288,2,2.0,1.0,2.0,0.0,0.0,0.0,1.0,3.912023005428146
2117133,26526766,2020-03-09,t,13.0,13.0,5.0,1125.0,Sanguedo,SANTA MARIA DA FEIRA,41.00335,-8.52229,1,1.0,1.0,1.0,0.0,7.0,10.0,1.0,2.5649493574615367
2117483,26418679,2020-03-09,t,80.0,80.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14819,-8.60798,3,1.0,1.0,1.0,150.0,20.0,20.0,2.0,4.382026634673881
2117845,26640717,2020-03-09,t,50.0,50.0,1.0,30.0,Mafamude e Vilar do Paraíso,VILA NOVA DE GAIA,41.1218,-8.61288,2,2.0,1.0,1.0,0.0,0.0,0.0,1.0,3.912023005428146
2118198,26528081,2020-03-09,t,30.0,30.0,2.0,1125.0,Lordelo do Ouro e Massarelos,PORTO,41.15475,-8.63015,4,1.0,2.0,2.0,0.0,30.0,10.0,4.0,3.4011973816621555
2118421,26420853,2020-03-09,f,14.0,14.0,25.0,360.0,Lordelo do Ouro e Massarelos,PORTO,41.15547,-8.64871,2,1.0,1.0,2.0,0.0,10.0,0.0,1.0,2.6390573296152584
2118773,26640790,2020-03-09,t,70.0,70.0,1.0,30.0,Mafamude e Vilar do Paraíso,VILA NOVA DE GAIA,41.1218,-8.61288,3,2.0,1.0,2.0,0.0,0.0,0.0,1.0,4.248495242049359
2119125,26422819,2020-03-09,t,80.0,80.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15278,-8.60593,4,1.0,2.0,2.0,0.0,20.0,0.0,1.0,4.382026634673881
2119480,26528325,2020-03-09,t,39.0,39.0,3.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14346,-8.61256,2,1.0,0.0,0.0,0.0,12.0,0.0,2.0,3.6635616461296463
2119674,26641366,2020-03-09,t,70.0,70.0,1.0,30.0,Mafamude e Vilar do Paraíso,VILA NOVA DE GAIA,41.1218,-8.61288,3,2.0,1.0,2.0,0.0,0.0,0.0,1.0,4.248495242049359
2120026,26424087,2020-03-09,t,44.0,44.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15798,-8.60792,8,3.0,2.0,5.0,0.0,30.0,10.0,4.0,3.784189633918261
2120382,26424702,2020-03-09,f,199.0,199.0,1.0,1125.0,Mafamude e Vilar do Paraíso,VILA NOVA DE GAIA,41.11226,-8.60534,8,3.0,3.0,3.0,0.0,40.0,15.0,2.0,5.293304824724492
2120731,26649528,2020-03-09,t,85.0,85.0,1.0,30.0,Santa Marinha e São Pedro da Afurada,VILA NOVA DE GAIA,41.13756,-8.61287,2,1.0,1.0,1.0,0.0,10.0,0.0,2.0,4.442651256490317
2121083,26528352,2020-03-09,t,59.0,59.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14723,-8.60664,4,1.0,1.0,1.0,0.0,25.0,15.0,2.0,4.07753744390572
2121254,26425031,2020-03-09,t,34.0,34.0,2.0,1125.0,Bonfim,PORTO,41.1608,-8.60109,4,1.0,2.0,2.0,0.0,30.0,12.0,2.0,3.5263605246161616
2121445,26652663,2020-03-09,f,65.0,65.0,1.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14488,-8.60507,4,1.0,0.0,2.0,0.0,5.0,6.0,2.0,4.174387269895637
2121766,26425176,2020-03-09,t,100.0,100.0,2.0,1125.0,Espinho,ESPINHO,41.00998,-8.63991,6,2.0,3.0,3.0,250.0,40.0,0.0,6.0,4.605170185988092
2122117,26653038,2020-03-09,t,65.0,65.0,1.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14496,-8.6067,4,1.0,0.0,2.0,0.0,5.0,6.0,2.0,4.174387269895637
2122407,26529471,2020-03-09,f,70.0,70.0,1.0,365.0,Lordelo do Ouro e Massarelos,PORTO,41.15837,-8.63247,4,1.0,1.0,2.0,0.0,0.0,0.0,1.0,4.248495242049359
2122760,26425663,2020-03-09,t,45.0,45.0,2.0,31.0,Mafamude e Vilar do Paraíso,VILA NOVA DE GAIA,41.12744,-8.6057,5,2.0,2.0,3.0,0.0,25.0,5.0,1.0,3.80666248977032
2123039,26665946,2020-03-09,t,50.0,50.0,3.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.16078,-8.62252,4,1.0,2.0,2.0,0.0,30.0,0.0,1.0,3.912023005428146
2123393,26529707,2020-03-09,f,50.0,50.0,1.0,15.0,"AVer-o-Mar, Amorim e Terroso",PÓVOA DE VARZIM,41.39614,-8.77693,4,1.0,1.0,4.0,0.0,0.0,0.0,2.0,3.912023005428146
2123744,26426810,2020-03-09,t,300.0,300.0,2.0,1123.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14229,-8.60841,8,4.0,4.0,8.0,400.0,100.0,40.0,8.0,5.703782474656201
2124105,26666554,2020-03-09,t,27.0,27.0,3.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.16196,-8.6221,2,1.0,1.0,1.0,0.0,15.0,0.0,1.0,3.295836866004329
2124459,26530021,2020-03-09,f,29.0,29.0,2.0,31.0,Bonfim,PORTO,41.15286,-8.60065,2,1.0,1.0,1.0,200.0,13.0,0.0,1.0,3.367295829986474
2124760,26435211,2020-03-09,t,100.0,100.0,2.0,1125.0,Matosinhos e Leça da Palmeira,MATOSINHOS,41.17369,-8.6883,7,2.0,3.0,4.0,300.0,55.0,15.0,4.0,4.605170185988092
2124839,26667126,2020-03-09,t,27.0,27.0,3.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15953,-8.62324,2,1.0,1.0,1.0,0.0,15.0,0.0,1.0,3.295836866004329
2125193,26530913,2020-03-09,f,30.0,30.0,1.0,1125.0,"Aldoar, Foz do Douro e Nevogilde",PORTO,41.16832,-8.65905,2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.4011973816621555
2125545,26530952,2020-03-09,t,20.0,20.0,1.0,7.0,"AVer-o-Mar, Amorim e Terroso",PÓVOA DE VARZIM,41.39409,-8.77874,9,1.0,1.0,9.0,0.0,0.0,18.0,1.0,2.995732273553991
2125896,27006198,2020-03-09,f,100.0,100.0,2.0,1125.0,Campanhã,PORTO,41.14602,-8.57892,6,3.0,3.0,3.0,0.0,30.0,15.0,4.0,4.605170185988092
2126248,26782243,2020-03-09,t,65.0,65.0,8.0,1125.0,Santa Marinha e São Pedro da Afurada,VILA NOVA DE GAIA,41.1444,-8.63295,3,1.0,1.0,2.0,1500.0,150.0,0.0,1.0,4.174387269895637
2126599,26531195,2020-03-09,t,30.0,30.0,1.0,30.0,"Aldoar, Foz do Douro e Nevogilde",PORTO,41.17049,-8.65744,3,1.0,1.0,3.0,0.0,0.0,0.0,1.0,3.4011973816621555
2126951,26532170,2020-03-09,t,60.0,60.0,1.0,1125.0,Mafamude e Vilar do Paraíso,VILA NOVA DE GAIA,41.11993,-8.60823,2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0943445622221
2127173,26668163,2020-03-09,t,35.0,35.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15065,-8.61252,4,1.0,2.0,2.0,0.0,25.0,10.0,2.0,3.555348061489413
2127528,26795615,2020-03-09,f,75.0,75.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15955,-8.62376,5,1.0,2.0,4.0,0.0,10.0,10.0,5.0,4.31748811353631
2127720,26544628,2020-03-09,t,34.0,34.0,2.0,1125.0,Bonfim,PORTO,41.15891,-8.59737,2,1.0,1.0,2.0,0.0,0.0,0.0,1.0,3.5263605246161616
2127889,26796832,2020-03-09,f,60.0,60.0,3.0,1125.0,Bonfim,PORTO,41.15882,-8.60387,6,1.0,2.0,3.0,0.0,20.0,10.0,4.0,4.0943445622221
2128251,26545266,2020-03-09,t,34.0,34.0,2.0,1125.0,Bonfim,PORTO,41.15845,-8.59602,2,1.0,1.0,2.0,0.0,0.0,0.0,1.0,3.5263605246161616
2128420,26673834,2020-03-09,f,35.0,35.0,1.0,8.0,Vila do Conde,VILA DO CONDE,41.35339,-8.73502,2,1.0,1.0,1.0,0.0,5.0,0.0,1.0,3.555348061489413
2128783,26796921,2020-03-09,f,49.0,49.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.1428,-8.61617,4,1.0,2.0,3.0,0.0,24.0,0.0,4.0,3.8918202981106265
2129139,26546030,2020-03-09,t,29.0,29.0,2.0,1125.0,Bonfim,PORTO,41.15689,-8.59765,2,1.0,1.0,2.0,0.0,0.0,0.0,1.0,3.367295829986474
2129308,26677190,2020-03-09,f,28.0,28.0,2.0,30.0,"Aldoar, Foz do Douro e Nevogilde",PORTO,41.16991,-8.66257,2,1.0,1.0,1.0,0.0,20.0,10.0,2.0,3.332204510175204
2129659,26547703,2020-03-09,t,70.0,70.0,3.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15378,-8.61469,6,1.0,2.0,2.0,0.0,25.0,0.0,1.0,4.248495242049359
2130012,26796997,2020-03-09,t,15.0,15.0,30.0,1125.0,Ramalde,PORTO,41.16391,-8.63386,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.70805020110221
2130291,26799243,2020-03-09,t,51.0,51.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14232,-8.61482,3,1.0,1.0,1.0,0.0,25.0,0.0,1.0,3.9318256327243257
2130303,26548196,2020-03-09,t,120.0,120.0,1.0,999.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14911,-8.60442,2,1.0,1.0,1.0,0.0,0.0,30.0,2.0,4.787491742782046
2130525,26677264,2020-03-09,t,18.0,18.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.1511,-8.61444,2,1.0,1.0,1.0,0.0,0.0,13.0,1.0,2.8903717578961645
2130880,26801182,2020-03-09,f,90.0,90.0,1.0,1125.0,Vila do Conde,VILA DO CONDE,41.35286,-8.75161,5,1.0,2.0,2.0,0.0,0.0,0.0,1.0,4.499809670330265
2131234,26549164,2020-03-09,f,114.0,114.0,1.0,999.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14941,-8.60394,2,1.0,1.0,1.0,0.0,0.0,30.0,2.0,4.736198448394496
2131456,26802013,2020-03-09,t,52.0,52.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15868,-8.61997,3,1.0,1.0,1.0,150.0,20.0,20.0,2.0,3.951243718581428
2131808,26677324,2020-03-09,f,15.0,15.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14867,-8.61322,2,1.0,1.0,2.0,0.0,0.0,13.0,1.0,2.70805020110221
2132162,26558762,2020-03-09,f,70.0,70.0,3.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15096,-8.61736,3,1.0,1.0,2.0,100.0,25.0,15.0,2.0,4.248495242049359
2132523,26803732,2020-03-09,f,62.0,62.0,1.0,16.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14441,-8.60447,6,1.0,2.0,4.0,100.0,45.0,10.0,2.0,4.127134385045092
2132885,26560672,2020-03-09,t,55.0,55.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14928,-8.61434,3,1.0,1.0,2.0,900.0,25.0,20.0,2.0,4.007333185232471
2133241,26677762,2020-03-09,t,22.0,22.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.1502,-8.61283,2,1.0,1.0,1.0,0.0,0.0,13.0,1.0,3.091042453358316
2133433,26804061,2020-03-09,f,32.0,32.0,2.0,180.0,Bonfim,PORTO,41.15007,-8.59239,2,1.0,1.0,1.0,0.0,40.0,0.0,1.0,3.4657359027997265
2133656,26805391,2020-03-09,t,65.0,65.0,2.0,20.0,Bonfim,PORTO,41.14918,-8.60154,4,1.0,1.0,2.0,0.0,0.0,15.0,2.0,4.174387269895637
2134014,26562943,2020-03-09,f,35.0,35.0,2.0,30.0,"Lobão, Gião, Louredo e Guisande",SANTA MARIA DA FEIRA,40.97166,-8.49006,7,1.0,3.0,3.0,0.0,25.0,8.0,2.0,3.555348061489413
2134364,26677815,2020-03-09,t,90.0,90.0,3.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15123,-8.60777,4,1.0,1.0,2.0,0.0,0.0,5.0,2.0,4.499809670330265
2134720,26681635,2020-03-09,t,60.0,60.0,1.0,30.0,Mafamude e Vilar do Paraíso,VILA NOVA DE GAIA,41.13071,-8.60551,4,1.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0943445622221
2135071,26563317,2020-03-09,t,70.0,70.0,1.0,365.0,Lordelo do Ouro e Massarelos,PORTO,41.15837,-8.63247,4,1.0,1.0,2.0,0.0,0.0,0.0,1.0,4.248495242049359
2135427,26806335,2020-03-09,t,65.0,65.0,1.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14578,-8.6052,2,1.0,0.0,1.0,500.0,10.0,25.0,2.0,4.174387269895637
2135784,26682757,2020-03-09,t,29.0,29.0,2.0,31.0,Bonfim,PORTO,41.14658,-8.60159,3,1.0,1.0,1.0,500.0,20.0,12.0,2.0,3.367295829986474
2136141,26807642,2020-03-09,t,30.0,30.0,2.0,1125.0,Canidelo,VILA NOVA DE GAIA,41.13109,-8.65862,3,1.0,1.0,2.0,0.0,0.0,0.0,1.0,3.4011973816621555
2136491,26563687,2020-03-09,f,55.0,55.0,1.0,365.0,Lordelo do Ouro e Massarelos,PORTO,41.15837,-8.63247,4,1.0,1.0,2.0,0.0,0.0,0.0,1.0,4.007333185232471
2136846,26810082,2020-03-09,f,80.0,80.0,1.0,1125.0,Matosinhos e Leça da Palmeira,MATOSINHOS,41.18581,-8.70486,4,1.0,1.0,2.0,0.0,0.0,0.0,1.0,4.382026634673881
2137212,26683993,2020-03-09,f,80.0,80.0,3.0,1124.0,Bonfim,PORTO,41.14662,-8.58857,5,2.0,2.0,3.0,0.0,50.0,10.0,7.0,4.382026634673881
2137564,26563952,2020-03-09,t,50.0,50.0,1.0,365.0,Lordelo do Ouro e Massarelos,PORTO,41.15837,-8.63247,2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.912023005428146
2137916,26567682,2020-03-09,t,110.0,110.0,1.0,1125.0,Campanhã,PORTO,41.14244,-8.57772,2,1.0,1.0,1.0,250.0,35.0,0.0,2.0,4.700480365792417
2138268,26813476,2020-03-09,f,54.0,54.0,2.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15118,-8.61659,3,1.0,1.0,2.0,0.0,0.0,10.0,2.0,3.9889840465642745
2138622,26684383,2020-03-09,f,65.0,65.0,2.0,1125.0,Bonfim,PORTO,41.14735,-8.59252,2,1.0,0.0,1.0,0.0,15.0,0.0,1.0,4.174387269895637
2138974,26568313,2020-03-09,t,70.0,70.0,1.0,30.0,Mafamude e Vilar do Paraíso,VILA NOVA DE GAIA,41.131,-8.6056,6,1.0,1.0,3.0,0.0,0.0,0.0,1.0,4.248495242049359
2139331,26813683,2020-03-09,t,107.0,107.0,4.0,12.0,Cidade da Maia,MAIA,41.22324,-8.61202,5,2.0,3.0,5.0,0.0,0.0,0.0,1.0,4.672828834461906
2139607,26684891,2020-03-09,f,50.0,50.0,3.0,1125.0,Madalena,VILA NOVA DE GAIA,41.10953,-8.66133,6,2.0,3.0,3.0,0.0,45.0,15.0,4.0,3.912023005428146
2139773,26699783,2020-03-09,f,45.0,45.0,2.0,1125.0,Bonfim,PORTO,41.15001,-8.59664,4,2.0,2.0,2.0,0.0,35.0,10.0,4.0,3.80666248977032
2140125,26814340,2020-03-09,f,28.0,28.0,1.0,31.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15256,-8.6102,3,1.0,0.0,2.0,0.0,0.0,15.0,2.0,3.332204510175204
2140137,26580529,2020-03-09,t,60.0,60.0,1.0,30.0,Mafamude e Vilar do Paraíso,VILA NOVA DE GAIA,41.13074,-8.60553,4,1.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0943445622221
2140494,26703830,2020-03-09,t,125.0,125.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14015,-8.61069,6,1.0,2.0,6.0,200.0,25.0,23.0,2.0,4.8283137373023015
2140848,26815478,2020-03-09,t,50.0,50.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15175,-8.60764,3,1.0,1.0,1.0,0.0,15.0,15.0,1.0,3.912023005428146
2141207,26584541,2020-03-09,t,50.0,50.0,2.0,1125.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.1621,-8.60891,2,1.0,1.0,2.0,0.0,10.0,0.0,1.0,3.912023005428146
2141561,26712684,2020-03-09,f,45.0,45.0,3.0,30.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.1537,-8.61094,5,1.0,1.0,4.0,0.0,30.0,10.0,4.0,3.80666248977032
2141927,26587984,2020-03-09,t,25.0,25.0,3.0,1125.0,Santa Marinha e São Pedro da Afurada,VILA NOVA DE GAIA,41.13635,-8.60569,4,1.0,1.0,2.0,0.0,35.0,0.0,1.0,3.218875824868201
